Car_ID,Brand,Model,Year,Fuel_Type,Engine_Size,Mileage,Price
468,Honda,Accord,2015,Gasoline,2.5,105449,16300
469,Ford,Explorer,2017,Diesel,2.0,119581,18600
470,BMW,M4,2022,Gasoline,2.2,41138,46000
471,Toyota,Corolla,2020,Hybrid,1.9,74131,24100
472,Ford,Escape,2021,Hybrid,1.4,50061,27300
473,Audi,E-tron,2022,Diesel,3.7,45687,45200
474,Toyota,Corolla,2023,Gasoline,2.0,31293,35600
475,Ford,Focus,2022,Diesel,1.8,55011,27800
476,Nissan,Leaf,2015,Gasoline,1.9,160080,10900
477,Volkswagen,Tiguan,2023,Electric,0.0,48933,29600
478,Mercedes,S-Class,2020,Electric,0.0,83075,42100
479,Ford,Focus,2016,Gasoline,2.2,85062,20200
480,Hyundai,Tucson,2016,Gasoline,1.3,123201,17100
481,Nissan,Altima,2019,Gasoline,2.0,70897,24100
482,Mercedes,S-Class,2018,Gasoline,3.4,108780,35800
483,Volkswagen,Golf,2022,Gasoline,1.8,61022,30700
484,Toyota,Prius,2024,Gasoline,1.8,29107,38600
485,BMW,3 Series,2021,Electric,0.0,62794,43100
486,Volkswagen,Jetta,2019,Diesel,1.7,109263,18200
487,BMW,M4,2024,Electric,0.0,34290,49600
488,Audi,A6,2018,Diesel,2.4,111996,35800
489,BMW,5 Series,2023,Hybrid,3.1,46582,48300
490,Volkswagen,Passat,2023,Hybrid,1.6,37184,33400
491,BMW,3 Series,2015,Gasoline,2.4,171329,21900
492,BMW,3 Series,2019,Gasoline,2.4,79282,35900
493,Volkswagen,Jetta,2023,Diesel,1.7,40935,33000
494,Nissan,Leaf,2020,Diesel,2.5,65646,26600
495,Mercedes,GLE,2024,Hybrid,3.1,23571,53700
496,Honda,Accord,2017,Gasoline,2.2,101273,17200
497,Audi,Q5,2017,Diesel,2.3,78175,38000
498,BMW,3 Series,2017,Gasoline,3.9,127863,32300
499,Hyundai,Santa Fe,2024,Diesel,1.9,33194,33700
500,Audi,A4,2023,Diesel,2.3,29742,47800
501,Kia,Sorento,2020,Electric,0.0,98605,25000
502,Toyota,Camry,2020,Hybrid,1.8,95864,22500
503,Nissan,Altima,2021,Hybrid,1.5,80630,26000
504,Audi,E-tron,2022,Hybrid,2.1,43642,43900
505,BMW,3 Series,2016,Gasoline,2.4,146021,24700
506,Mercedes,S-Class,2016,Gasoline,3.5,89534,32300
507,Toyota,Camry,2016,Diesel,1.3,125775,12800
508,Hyundai,Santa Fe,2021,Diesel,1.8,48106,27200
509,Audi,A4,2024,Hybrid,2.1,28406,50600
510,Audi,A4,2019,Diesel,3.6,90027,37600
511,Nissan,Leaf,2015,Gasoline,1.8,103704,16100
512,Hyundai,Sonata,2019,Diesel,2.1,105003,22000
513,Audi,A6,2016,Diesel,2.1,127357,26500
514,Hyundai,Sonata,2020,Hybrid,1.5,58568,28700
515,Hyundai,Sonata,2016,Gasoline,1.4,149234,13100
516,Ford,Focus,2019,Diesel,2.1,68755,25900
517,Ford,Escape,2020,Hybrid,1.4,62546,24800
518,Kia,Rio,2022,Hybrid,1.6,52820,29800
519,Nissan,Sentra,2015,Gasoline,1.6,150088,10600
520,Hyundai,Tucson,2017,Diesel,2.1,133097,15300
521,Kia,Sorento,2022,Gasoline,1.9,64604,27200
522,Audi,A6,2019,Gasoline,3.5,100951,33100
523,Audi,A4,2024,Hybrid,3.2,35206,49100
524,Audi,E-tron,2017,Gasoline,2.7,134990,28900
525,BMW,M4,2023,Gasoline,3.0,46862,49300
526,BMW,5 Series,2022,Gasoline,2.3,58565,44600
527,Toyota,Corolla,2022,Gasoline,1.5,36891,33100
528,Kia,Rio,2022,Hybrid,2.4,64110,26900
529,Audi,Q5,2019,Gasoline,3.2,79556,38000
530,Volkswagen,Golf,2023,Hybrid,1.5,39733,32900
531,Ford,Explorer,2024,Electric,0.0,20949,37600
532,Hyundai,Sonata,2017,Diesel,1.4,118619,14100
533,Mercedes,S-Class,2020,Diesel,3.4,74957,38300
534,Nissan,Altima,2018,Gasoline,1.3,77743,19000
535,Volkswagen,Jetta,2015,Gasoline,1.4,133102,13600
536,Volkswagen,Golf,2019,Gasoline,2.4,83871,23600
537,BMW,5 Series,2021,Hybrid,3.2,67996,41400
538,BMW,X5,2022,Diesel,3.2,45681,43100
539,Mercedes,S-Class,2017,Gasoline,3.2,109015,34000
540,Toyota,Camry,2016,Gasoline,1.8,149555,8600
541,Nissan,Leaf,2020,Electric,0.0,66210,26800
542,Nissan,Rogue,2024,Hybrid,2.2,26041,36800
543,Mercedes,C-Class,2019,Diesel,3.2,70676,41700
544,Toyota,Camry,2023,Electric,0.0,35458,31700
545,Nissan,Rogue,2019,Diesel,2.3,90680,21200
546,Nissan,Sentra,2021,Gasoline,1.9,59502,29000
547,Hyundai,Tucson,2024,Hybrid,1.6,35369,32900
548,Mercedes,S-Class,2017,Diesel,2.2,130083,31500
549,Volkswagen,Golf,2017,Gasoline,1.7,131419,13000
550,Ford,Explorer,2016,Gasoline,1.3,112947,12500
551,Nissan,Leaf,2024,Gasoline,2.1,37959,33100
552,Ford,Explorer,2015,Diesel,1.5,111417,15800
553,Audi,A6,2024,Gasoline,2.3,35162,48300
554,Honda,CR-V,2021,Gasoline,1.7,66156,30100
555,Honda,Civic,2023,Electric,0.0,39976,32300
556,Mercedes,E-Class,2022,Diesel,3.9,43047,44100
557,Audi,A4,2023,Electric,0.0,51059,48600
558,Hyundai,Santa Fe,2021,Electric,0.0,79401,28600
559,Ford,Focus,2022,Gasoline,1.4,54836,29600
560,Nissan,Rogue,2023,Electric,0.0,31974,34100
561,Kia,Optima,2023,Diesel,2.4,35288,32700
562,BMW,5 Series,2022,Gasoline,3.5,60129,43400
563,Mercedes,E-Class,2024,Hybrid,2.7,36418,52300
564,Ford,Focus,2023,Electric,0.0,43067,34400
565,Hyundai,Santa Fe,2017,Diesel,2.5,105211,19200
566,BMW,3 Series,2023,Gasoline,3.6,39776,50600
567,BMW,M4,2016,Diesel,3.4,104163,28200
568,Mercedes,S-Class,2024,Diesel,2.2,22773,50200
569,Hyundai,Santa Fe,2024,Diesel,1.6,26687,35900
570,Kia,Rio,2019,Gasoline,1.8,111603,18700
571,Honda,CR-V,2018,Diesel,1.9,83532,19400
572,Ford,Focus,2017,Gasoline,1.7,143678,15800
573,Audi,Q5,2022,Gasoline,2.6,50811,43800
574,Toyota,Corolla,2019,Gasoline,1.8,82783,21800
575,Kia,Sorento,2023,Electric,0.0,27409,34100
576,Volkswagen,Jetta,2024,Hybrid,1.9,34042,35000
577,Kia,Rio,2022,Diesel,2.4,54821,28200
578,BMW,X5,2021,Gasoline,3.3,47582,43100
579,Kia,Sorento,2019,Diesel,2.1,74935,23500
580,Volkswagen,Passat,2021,Hybrid,1.4,72895,25800
581,Honda,Accord,2017,Gasoline,1.7,85216,20400
582,Audi,A4,2015,Gasoline,3.5,103065,28000
583,Honda,Fit,2019,Diesel,1.5,80749,21000
584,Audi,A6,2015,Diesel,2.1,158912,25000
585,Ford,Escape,2023,Hybrid,1.8,42147,35000
586,Volkswagen,Passat,2023,Diesel,2.0,37974,30900
587,Ford,Escape,2020,Gasoline,1.7,56682,24900
588,Kia,Sorento,2022,Electric,0.0,64422,28500
589,Toyota,Prius,2019,Gasoline,2.0,86406,22700
590,Audi,E-tron,2021,Electric,0.0,72801,40900
591,Honda,Fit,2018,Diesel,1.9,88027,22100
592,Hyundai,Santa Fe,2018,Gasoline,2.3,74554,24300
593,Ford,Explorer,2019,Diesel,2.1,67359,22500
594,Toyota,Camry,2017,Diesel,2.5,96817,18900
595,Toyota,Corolla,2016,Diesel,1.4,100645,16000
596,Ford,Escape,2022,Gasoline,2.1,65414,27200
597,Toyota,RAV4,2021,Gasoline,1.3,75397,26600
598,Toyota,Camry,2018,Diesel,1.7,80115,20100
599,Ford,Focus,2023,Diesel,2.1,42866,32400
600,BMW,3 Series,2023,Diesel,3.0,37443,45700
601,Mercedes,C-Class,2018,Diesel,3.3,73350,36400
602,Volkswagen,Golf,2021,Gasoline,2.2,67995,28100
603,Volkswagen,Jetta,2020,Diesel,2.2,58905,26400
604,Toyota,Camry,2020,Hybrid,2.0,57190,26400
605,Audi,Q5,2022,Diesel,3.5,45131,45000
606,Toyota,Prius,2022,Diesel,1.9,40841,32900
607,Kia,Sorento,2022,Hybrid,1.6,37197,32500
608,Hyundai,Tucson,2023,Diesel,1.7,48638,29300
609,Volkswagen,Tiguan,2024,Electric,0.0,26254,36900
610,Audi,A6,2024,Diesel,2.6,23832,53500
611,Honda,Civic,2017,Gasoline,1.4,90706,17500
612,Honda,Civic,2024,Diesel,2.0,31106,37200
613,Hyundai,Elantra,2020,Hybrid,1.5,90777,25800
614,Ford,Focus,2022,Diesel,2.2,63522,32000
615,Toyota,RAV4,2023,Diesel,1.3,29404,35300
616,Honda,Civic,2018,Gasoline,1.9,82195,20300
617,Volkswagen,Jetta,2023,Gasoline,2.2,46814,32300
618,Ford,Explorer,2016,Gasoline,1.4,124631,13800
619,BMW,M4,2020,Diesel,3.8,88860,40800
620,Nissan,Rogue,2024,Diesel,1.5,36305,34000
621,Kia,Rio,2022,Gasoline,2.4,66402,26000
622,Audi,A6,2019,Gasoline,2.0,71105,36100
623,Hyundai,Sonata,2016,Diesel,1.2,95097,17000
624,Volkswagen,Jetta,2018,Diesel,1.5,74421,23700
625,Mercedes,C-Class,2020,Gasoline,3.6,77459,37100
626,Volkswagen,Passat,2016,Diesel,2.2,113049,15800
627,Nissan,Altima,2018,Gasoline,2.2,106675,19000
628,Toyota,RAV4,2023,Gasoline,1.3,38579,32000
629,BMW,3 Series,2021,Hybrid,3.9,52145,44000
630,BMW,5 Series,2020,Gasoline,2.2,75172,37700
631,Nissan,Leaf,2017,Diesel,2.2,113231,16900
632,Volkswagen,Jetta,2023,Hybrid,2.0,33269,34200
633,Kia,Optima,2016,Diesel,2.1,109128,15200
634,Kia,Optima,2019,Diesel,1.4,94770,22100
635,Volkswagen,Jetta,2022,Hybrid,1.3,54467,33000
636,Honda,Civic,2015,Gasoline,1.5,163611,8000
637,Toyota,RAV4,2016,Diesel,1.6,85304,19400
638,Mercedes,E-Class,2023,Diesel,3.0,40240,50700
639,Toyota,Prius,2024,Diesel,2.4,22710,34900
640,Volkswagen,Tiguan,2015,Gasoline,1.8,100537,14200
641,Kia,Optima,2015,Diesel,1.6,110917,15100
642,Honda,CR-V,2022,Gasoline,2.3,47487,31500
643,Audi,A4,2015,Diesel,2.5,118906,26400
644,Toyota,RAV4,2020,Diesel,1.7,89225,22700
645,Nissan,Altima,2023,Diesel,2.4,50221,30100
646,Honda,Fit,2023,Hybrid,2.4,39457,31300
647,Nissan,Rogue,2024,Gasoline,1.6,31893,36700
648,Mercedes,E-Class,2019,Gasoline,3.4,86519,35500
649,Volkswagen,Jetta,2020,Gasoline,1.3,64610,24200
650,Toyota,RAV4,2021,Diesel,2.4,48857,27000
651,BMW,5 Series,2015,Diesel,3.5,141647,24700
652,Volkswagen,Jetta,2018,Diesel,2.1,76838,22700
653,BMW,M4,2020,Diesel,2.4,57358,40600
654,Toyota,Prius,2015,Diesel,2.4,112635,12400
655,Mercedes,C-Class,2017,Diesel,3.9,132642,32400
656,Kia,Rio,2018,Gasoline,1.8,106796,18900
657,Kia,Rio,2024,Gasoline,2.4,28988,36300
658,Toyota,Corolla,2023,Hybrid,1.9,41939,35000
659,Toyota,Corolla,2019,Diesel,1.8,98252,22000
660,BMW,M4,2019,Gasoline,3.2,99209,34200
661,Ford,Explorer,2016,Gasoline,2.1,99378,19300
662,Audi,A6,2021,Gasoline,2.8,65223,45300
663,Mercedes,S-Class,2016,Gasoline,2.5,133298,25900
664,Honda,Fit,2020,Hybrid,1.3,69021,23000
665,BMW,X5,2024,Hybrid,3.7,31628,53200
666,Toyota,Prius,2019,Diesel,1.6,73630,21600
667,BMW,5 Series,2015,Diesel,3.2,95015,31600
668,Audi,A4,2024,Diesel,3.8,27971,48400
669,Volkswagen,Golf,2018,Diesel,2.3,105273,17700
670,Toyota,Corolla,2017,Diesel,1.3,83307,16900
671,Volkswagen,Tiguan,2020,Diesel,2.4,93057,25700
672,Hyundai,Sonata,2022,Gasoline,2.2,39058,31200
673,Kia,Rio,2016,Gasoline,2.2,103600,14100
674,Hyundai,Tucson,2023,Gasoline,1.7,39748,34700
675,Audi,A4,2022,Electric,0.0,52902,44800
676,Hyundai,Tucson,2017,Diesel,2.0,111917,17900
677,Ford,Mustang,2024,Gasoline,1.5,18218,37500
678,Honda,Accord,2024,Diesel,2.5,29498,37800
679,Mercedes,C-Class,2018,Diesel,3.4,112771,32700
680,Audi,Q5,2015,Diesel,2.2,122218,29400
681,Volkswagen,Golf,2017,Diesel,1.5,136027,15300
682,Toyota,Corolla,2022,Diesel,1.4,53618,30500
683,Toyota,RAV4,2024,Gasoline,2.1,26530,35600
684,Kia,Optima,2017,Gasoline,1.6,98439,20300
685,Audi,A6,2024,Gasoline,3.2,36260,49400
686,Kia,Optima,2019,Diesel,1.7,104019,21300
687,Hyundai,Sonata,2023,Gasoline,1.6,49815,29800
688,Ford,Focus,2022,Diesel,2.4,65861,30200
689,Hyundai,Tucson,2017,Gasoline,2.2,133478,15900
690,BMW,5 Series,2015,Gasoline,2.9,97953,27600
691,Volkswagen,Golf,2020,Diesel,1.8,57157,26300
692,Mercedes,GLE,2018,Diesel,2.4,102137,34900
693,Honda,CR-V,2017,Gasoline,1.4,80064,21600
694,Audi,A4,2018,Diesel,3.1,88905,38400
695,Hyundai,Sonata,2017,Diesel,1.3,108471,15200
696,Toyota,Prius,2015,Gasoline,1.3,99841,13500
697,Volkswagen,Passat,2024,Gasoline,1.7,33475,36500
698,Honda,Fit,2024,Electric,0.0,21903,38900
699,Ford,Explorer,2018,Gasoline,2.4,119274,16700
700,Kia,Rio,2017,Diesel,2.1,130921,14600
701,Ford,Explorer,2015,Gasoline,1.3,120838,11300
702,Hyundai,Tucson,2024,Diesel,1.9,35972,32800
703,Kia,Optima,2019,Diesel,1.9,88890,24200
704,Mercedes,E-Class,2022,Diesel,2.8,59526,46200
705,Kia,Sportage,2017,Gasoline,2.1,126411,17100
706,Ford,Focus,2024,Gasoline,2.0,30951,34900
707,Nissan,Altima,2024,Electric,0.0,27866,38100
708,Toyota,Camry,2018,Gasoline,2.3,113809,16300
709,Ford,Escape,2021,Gasoline,2.0,68446,26600
710,Volkswagen,Tiguan,2021,Hybrid,2.1,67404,28400
711,Nissan,Sentra,2019,Gasoline,1.3,62628,24700
712,Honda,CR-V,2015,Diesel,1.5,143971,10700
713,Nissan,Leaf,2021,Electric,0.0,51417,29000
714,Kia,Rio,2017,Gasoline,1.6,83046,22000
715,Toyota,Corolla,2022,Hybrid,2.1,41631,31700
716,Ford,Explorer,2024,Diesel,1.4,25235,34500
717,Nissan,Altima,2024,Electric,0.0,28225,37400
718,Kia,Optima,2015,Diesel,1.9,102657,17400
719,Honda,Accord,2023,Electric,0.0,36403,34600
720,Volkswagen,Golf,2018,Gasoline,1.8,108725,20400
721,Hyundai,Elantra,2020,Diesel,1.9,75374,26700
722,Kia,Rio,2020,Electric,0.0,62728,28100
723,Hyundai,Tucson,2015,Gasoline,2.0,139486,10400
724,Volkswagen,Golf,2019,Gasoline,1.8,89749,21300
725,Hyundai,Sonata,2024,Hybrid,1.6,33326,33600
726,Volkswagen,Jetta,2022,Gasoline,1.7,54125,31400
727,Toyota,RAV4,2016,Gasoline,2.5,146798,12200
728,Nissan,Sentra,2022,Diesel,2.1,37686,29700
729,Toyota,Corolla,2022,Gasoline,1.7,50414,30700
730,Ford,Escape,2017,Diesel,1.9,82342,20400
731,Nissan,Rogue,2023,Diesel,2.1,49616,34000
732,Hyundai,Tucson,2019,Gasoline,1.5,75296,23700
733,Ford,Mustang,2024,Gasoline,2.2,22471,38800
734,Toyota,Camry,2015,Gasoline,1.7,145662,9200
735,Hyundai,Tucson,2018,Gasoline,1.2,74052,24500
736,Mercedes,C-Class,2016,Gasoline,2.2,114574,32300
737,Volkswagen,Jetta,2016,Diesel,2.1,108029,13300
738,Ford,Escape,2021,Electric,0.0,57401,25900
739,Hyundai,Elantra,2021,Electric,0.0,77614,24700
740,Ford,Focus,2022,Diesel,2.5,43026,29100
741,BMW,M4,2018,Gasoline,3.2,122966,31300
742,Honda,Civic,2016,Diesel,1.3,136559,13900
743,BMW,3 Series,2015,Diesel,3.3,104374,29800
744,Volkswagen,Golf,2023,Electric,0.0,42071,35800
745,Honda,Accord,2015,Diesel,1.7,103717,14600
746,Kia,Sorento,2021,Hybrid,1.3,61777,27600
747,Honda,Fit,2019,Gasoline,2.0,93094,21800
748,Mercedes,GLE,2021,Electric,0.0,66278,44600
749,Ford,Mustang,2017,Gasoline,1.2,124200,14500
750,Ford,Explorer,2016,Diesel,2.2,124881,14700
751,Toyota,Camry,2020,Hybrid,1.3,68765,28000
752,Audi,E-tron,2023,Gasoline,2.3,27933,50200
753,Toyota,Prius,2024,Hybrid,1.3,23383,33600
754,Hyundai,Elantra,2022,Hybrid,2.0,57769,27700
755,Ford,Mustang,2016,Diesel,2.2,112461,17800
756,Nissan,Rogue,2016,Gasoline,2.5,112413,14000
757,Toyota,Corolla,2020,Diesel,1.3,60088,28000
758,BMW,M4,2018,Gasoline,3.9,79948,38700
759,Volkswagen,Passat,2017,Diesel,1.2,79144,18600
760,Honda,CR-V,2021,Electric,0.0,67920,25400
761,Hyundai,Santa Fe,2021,Gasoline,1.5,68744,28200
762,Volkswagen,Golf,2019,Gasoline,1.7,86899,20300
763,Audi,A4,2024,Hybrid,2.7,29630,52900
764,Mercedes,GLE,2015,Gasoline,2.4,150697,25800
765,Ford,Mustang,2017,Gasoline,2.1,80386,19300
766,Mercedes,S-Class,2019,Diesel,2.7,66187,36800
767,Audi,A6,2017,Diesel,3.6,107018,31200
768,Ford,Escape,2021,Electric,0.0,50954,28600
769,Mercedes,C-Class,2018,Gasoline,3.5,88836,33200
770,Ford,Explorer,2015,Gasoline,2.4,111636,14600
771,BMW,M4,2020,Electric,0.0,92629,38000
772,BMW,3 Series,2024,Diesel,2.1,25822,50700
773,Mercedes,GLE,2024,Hybrid,2.3,30621,49300
774,Honda,Fit,2023,Electric,0.0,45862,29500
775,Nissan,Sentra,2018,Gasoline,1.6,120789,15600
776,Volkswagen,Golf,2021,Diesel,2.5,71801,24100
777,Nissan,Leaf,2022,Hybrid,2.3,48638,28300
778,Audi,A4,2021,Diesel,3.9,51110,41000
779,Ford,Escape,2017,Gasoline,2.1,139313,12200
780,Nissan,Sentra,2020,Hybrid,2.0,86715,24000
781,Kia,Optima,2019,Diesel,1.8,97221,22700
782,Volkswagen,Jetta,2016,Diesel,2.0,133952,14300
783,Kia,Optima,2016,Diesel,1.7,128333,13700
784,BMW,3 Series,2023,Diesel,3.4,31941,51100
785,Ford,Mustang,2018,Diesel,1.6,97663,19000
786,Toyota,Camry,2020,Gasoline,1.6,74103,27600
787,Audi,Q5,2022,Hybrid,3.2,46514,46600
788,Honda,Civic,2021,Gasoline,2.4,48087,27100
789,BMW,M4,2017,Gasoline,3.7,100411,35500
790,Audi,A6,2022,Gasoline,2.7,42677,43400
791,Mercedes,GLE,2021,Electric,0.0,64469,45300
792,Audi,E-tron,2022,Diesel,2.6,40937,45300
793,Ford,Escape,2019,Gasoline,2.2,67597,25000
794,BMW,5 Series,2023,Hybrid,2.6,30343,46300
795,Kia,Sportage,2022,Gasoline,1.5,55451,28200
796,Kia,Rio,2023,Gasoline,2.5,48643,33200
797,BMW,M4,2020,Electric,0.0,79605,40400
798,Hyundai,Sonata,2024,Electric,0.0,33641,36100
799,Toyota,Corolla,2023,Gasoline,1.4,36122,33100
800,Toyota,Corolla,2024,Electric,0.0,21424,37800
801,Ford,Focus,2023,Gasoline,1.7,48034,32500
802,BMW,M4,2020,Diesel,2.8,68406,42300
803,Honda,Accord,2022,Diesel,2.2,48681,33600
804,Nissan,Leaf,2017,Gasoline,2.3,85533,20300
805,Audi,Q5,2016,Diesel,3.9,91545,34600
806,Hyundai,Santa Fe,2017,Gasoline,1.9,93371,18800
807,Hyundai,Santa Fe,2015,Diesel,2.3,156752,10400
808,Audi,E-tron,2018,Gasoline,2.1,77083,39000
809,Ford,Focus,2019,Diesel,1.7,107714,19200
810,Toyota,Camry,2019,Gasoline,1.8,90308,23700
811,Ford,Explorer,2019,Diesel,2.0,112441,17700
812,Kia,Optima,2019,Gasoline,1.4,68936,26800
813,BMW,X5,2017,Diesel,2.1,107900,32100
814,Toyota,RAV4,2019,Gasoline,1.9,89457,24200
815,BMW,3 Series,2024,Diesel,3.5,35186,49400
816,Hyundai,Tucson,2016,Diesel,1.9,139737,10600
817,Audi,Q5,2020,Gasoline,3.6,55567,43100
818,Mercedes,E-Class,2023,Hybrid,3.2,42268,45400
819,Honda,Accord,2015,Diesel,1.8,144348,11200
820,Volkswagen,Tiguan,2017,Gasoline,2.1,121871,14600
821,BMW,5 Series,2018,Gasoline,2.6,73935,37600
822,Honda,Civic,2015,Diesel,2.2,94156,12900
823,Audi,A4,2022,Gasoline,2.2,42530,44000
824,Honda,Accord,2024,Diesel,2.4,19601,35800
825,Volkswagen,Tiguan,2020,Gasoline,1.4,71765,23100
826,Volkswagen,Golf,2023,Diesel,1.5,35783,34800
827,Toyota,Camry,2018,Diesel,2.4,91349,18900
828,Ford,Focus,2017,Diesel,2.3,104929,16400
829,Nissan,Altima,2020,Gasoline,1.4,73783,27900
830,Hyundai,Elantra,2016,Gasoline,1.6,112677,17200
831,Hyundai,Santa Fe,2018,Diesel,1.9,124662,15600
832,Honda,Fit,2020,Electric,0.0,81475,24900
833,Audi,A4,2016,Diesel,2.3,131485,26700
834,Honda,CR-V,2018,Diesel,1.6,79739,22000
835,Ford,Escape,2024,Electric,0.0,28446,37600
836,Nissan,Leaf,2023,Hybrid,1.6,32573,34800
837,Mercedes,E-Class,2015,Gasoline,2.2,158014,26800
838,Toyota,Corolla,2021,Diesel,2.0,64557,25200
839,Audi,E-tron,2022,Electric,0.0,52577,45100
840,Audi,A4,2015,Gasoline,4.0,122115,27900
841,Ford,Explorer,2015,Diesel,1.2,159465,10100
842,Nissan,Sentra,2019,Diesel,2.1,100096,23500
843,Ford,Explorer,2022,Gasoline,1.9,49010,32400
844,Nissan,Rogue,2019,Gasoline,1.6,87982,22200
845,Kia,Optima,2020,Diesel,1.7,67763,28100
846,Mercedes,E-Class,2018,Gasoline,3.3,117517,32200
847,Honda,CR-V,2017,Diesel,1.2,81742,20300
848,Volkswagen,Passat,2019,Diesel,1.2,89403,22200
849,Volkswagen,Passat,2020,Hybrid,1.9,80702,24200
850,Ford,Escape,2017,Diesel,2.0,136725,15400
851,Honda,Accord,2019,Diesel,1.5,110108,18800
852,Volkswagen,Golf,2024,Gasoline,1.3,30279,36400
853,Nissan,Sentra,2020,Electric,0.0,73650,25700
854,Audi,Q5,2018,Diesel,2.8,104709,36500
855,Audi,A6,2015,Gasoline,3.3,136160,28800
856,Ford,Escape,2023,Electric,0.0,51579,34000
857,Toyota,Corolla,2020,Diesel,1.8,88813,23200
858,Honda,Accord,2021,Gasoline,1.5,55900,27300
859,Nissan,Sentra,2016,Gasoline,1.4,105967,15400
860,Ford,Explorer,2023,Gasoline,2.5,32475,31900
861,Toyota,RAV4,2019,Gasoline,2.1,89915,24900
862,Ford,Focus,2015,Gasoline,2.3,116611,10900
863,Nissan,Rogue,2016,Gasoline,1.7,103199,17300
864,Honda,CR-V,2022,Gasoline,2.3,58216,29400
865,Volkswagen,Passat,2018,Gasoline,2.4,75513,20700
866,Hyundai,Santa Fe,2021,Diesel,1.5,66402,25300
867,Kia,Rio,2022,Hybrid,2.1,50025,30500
868,Hyundai,Elantra,2024,Hybrid,1.2,34130,37600
869,Mercedes,GLE,2023,Electric,0.0,50579,44900
870,Audi,A6,2022,Electric,0.0,67489,42800
871,Hyundai,Elantra,2018,Gasoline,1.6,122461,16900
872,Nissan,Altima,2019,Diesel,2.3,84465,22300
873,Nissan,Altima,2017,Gasoline,2.1,101098,20900
874,Audi,Q5,2022,Hybrid,3.4,58124,46900
875,BMW,3 Series,2021,Gasoline,2.4,47922,45400
876,BMW,M4,2020,Hybrid,2.9,66579,42700
877,Kia,Sorento,2018,Diesel,1.3,83364,21300
878,Volkswagen,Jetta,2015,Gasoline,2.4,167807,9000
879,Mercedes,GLE,2017,Diesel,2.1,113046,29400
880,Kia,Sportage,2024,Electric,0.0,36431,35600
881,Ford,Focus,2018,Gasoline,2.1,125641,16100
882,Hyundai,Santa Fe,2021,Hybrid,1.4,79150,29000
883,Mercedes,S-Class,2017,Gasoline,2.8,83808,33800
884,Mercedes,S-Class,2018,Diesel,2.7,74642,35100
885,Kia,Rio,2018,Diesel,2.1,109320,16200
886,Honda,Civic,2015,Gasoline,1.6,129163,14100
887,Volkswagen,Golf,2015,Diesel,1.5,116526,15800
888,Kia,Sportage,2023,Gasoline,1.3,44199,32400
889,Ford,Mustang,2016,Diesel,1.6,92882,16800
890,Toyota,Corolla,2022,Electric,0.0,62251,28400
891,Volkswagen,Tiguan,2023,Electric,0.0,45498,30700
892,Audi,E-tron,2015,Gasoline,2.4,107992,30100
893,Hyundai,Sonata,2022,Electric,0.0,38062,34500
894,Audi,E-tron,2022,Hybrid,3.0,38228,45300
895,Hyundai,Sonata,2017,Diesel,2.2,114916,18300
896,Mercedes,C-Class,2023,Gasoline,3.5,35249,51000
897,Honda,CR-V,2015,Gasoline,1.6,125187,10300
898,Kia,Sportage,2015,Diesel,1.3,132787,10900
899,Volkswagen,Golf,2020,Electric,0.0,69638,27200
900,BMW,5 Series,2015,Diesel,3.6,115338,26000
901,Audi,E-tron,2016,Gasoline,2.8,105120,31300
902,Honda,Civic,2018,Diesel,1.4,88120,23000
903,BMW,3 Series,2019,Diesel,3.0,101608,35400
904,Volkswagen,Jetta,2020,Hybrid,2.1,77817,24900
905,Ford,Escape,2024,Diesel,2.0,34381,33600
906,Nissan,Leaf,2016,Diesel,1.3,155670,9800
907,BMW,M4,2023,Diesel,3.3,36480,49300
908,Hyundai,Sonata,2017,Diesel,2.1,131301,15400
909,Hyundai,Elantra,2023,Gasoline,1.3,40106,30800
910,Ford,Escape,2020,Gasoline,1.5,60204,27300
911,BMW,5 Series,2021,Diesel,2.1,58919,43800
912,Ford,Escape,2020,Hybrid,2.5,59504,28500
913,Hyundai,Elantra,2021,Gasoline,1.9,47837,30100
914,Ford,Explorer,2024,Diesel,2.1,35559,37600
915,Nissan,Rogue,2016,Gasoline,1.4,102040,13400
916,Mercedes,C-Class,2018,Gasoline,3.0,105954,36000
917,Audi,A6,2016,Diesel,2.6,95827,29100
918,Honda,Accord,2017,Diesel,2.2,138585,11300
919,Ford,Mustang,2018,Diesel,1.6,68915,20400
920,Nissan,Leaf,2022,Diesel,2.2,38310,32700
921,Audi,E-tron,2018,Gasoline,3.4,92219,36800
922,Honda,CR-V,2021,Diesel,2.4,61264,25000
923,BMW,X5,2018,Diesel,2.9,80796,38200
924,Kia,Rio,2017,Diesel,2.3,141291,16400
925,Kia,Rio,2017,Diesel,2.0,118219,18600
926,Ford,Mustang,2017,Diesel,1.5,83763,20700
927,Hyundai,Sonata,2018,Gasoline,1.9,88228,20600
928,BMW,5 Series,2023,Diesel,2.1,30250,47000
929,Audi,A6,2022,Diesel,2.5,61850,45900
930,Hyundai,Sonata,2023,Gasoline,2.0,49045,32800
931,Honda,Civic,2024,Hybrid,2.0,29873,36700
932,Honda,Accord,2016,Diesel,2.3,95385,19800
933,Ford,Explorer,2016,Diesel,1.4,106550,13900
934,Mercedes,S-Class,2021,Diesel,3.5,58083,41600
935,Honda,CR-V,2020,Gasoline,2.1,62539,27600
